customerID,Contract,tenure,MonthlyCharges,Churn,Predicted_Churn_Probability,Risk_Tier
9866-QEVEE,Month-to-month,19,86.0,Yes,0.6953453396976913,High
3677-TNKIO,Month-to-month,14,71.0,Yes,0.6952809073969746,High
1260-TTRXI,Month-to-month,4,54.3,Yes,0.6952174624389973,High
3946-MHCZW,Month-to-month,1,50.9,Yes,0.6951621924579056,High
7517-SAWMO,Month-to-month,19,73.2,Yes,0.6950341645354197,High
3751-KTZEL,Month-to-month,1,35.05,Yes,0.694965439454622,High
4704-ERYFC,Month-to-month,22,69.25,Yes,0.6948708727363277,High
9851-KIELU,Month-to-month,10,110.1,Yes,0.6948393385277651,High
9244-ZVAPM,Month-to-month,1,45.6,No,0.6946617094885369,High
9889-TMAHG,Month-to-month,8,100.3,Yes,0.6943904239135675,High
2719-BDAQO,Month-to-month,17,93.85,Yes,0.6941725756203829,High
0374-AACSZ,Month-to-month,1,50.15,No,0.6938071165517663,High
2034-CGRHZ,Month-to-month,24,102.95,Yes,0.6934200973695259,High
5857-TYBCJ,Month-to-month,44,89.2,No,0.6934089459011807,High
7018-WBJNK,Month-to-month,13,78.3,No,0.6933661681944311,High
3518-PZXZQ,Month-to-month,1,55.3,No,0.6932499500969216,High
3096-IZETN,Month-to-month,12,78.1,Yes,0.6931577366627483,High
6557-BZXLQ,Month-to-month,16,69.65,No,0.6928524518716019,High
3866-MDTUB,Month-to-month,2,70.75,Yes,0.6927478036653366,High
3597-MVHJT,Month-to-month,27,95.6,No,0.6925780987446674,High
2833-SLKDQ,Month-to-month,1,45.05,Yes,0.6925207538623113,High
3891-PUQOD,Month-to-month,1,59.2,Yes,0.6922736879837331,High
3748-FVMZZ,Month-to-month,4,40.05,No,0.692204750025969,High
3002-WQZWT,Month-to-month,29,74.2,No,0.6921705339405383,High
0682-USIXD,Month-to-month,21,86.05,No,0.6918186169770318,High
1307-ATKGB,Month-to-month,24,89.55,No,0.6917824749318391,High
9133-AYJZG,Month-to-month,23,98.7,No,0.6916145363386098,High
7754-IXRMC,Month-to-month,1,45.35,No,0.6915514776451352,High
0434-CSFON,Month-to-month,47,100.5,No,0.6914844925543345,High
1264-BYWMS,Month-to-month,55,96.8,Yes,0.691409898842084,High
3956-MGXOG,Month-to-month,28,80.6,No,0.6912655169789403,High
7252-NTGSS,Month-to-month,1,45.15,No,0.6912253850820034,High
5449-FIBXJ,Month-to-month,19,103.3,Yes,0.691115432379136,High
8519-QJGJD,Month-to-month,14,75.35,Yes,0.6910481417682469,High
6582-OIVSP,Month-to-month,1,45.3,No,0.6910180974214454,High
2842-JTCCU,Month-to-month,2,46.05,Yes,0.6904941901687729,High
8993-PHFWD,Month-to-month,3,25.25,Yes,0.690420981666951,High
4154-AQUGT,Month-to-month,13,89.05,Yes,0.6902728646699456,High
3565-UNOCC,Month-to-month,29,99.05,Yes,0.6902202487258542,High
6900-PXRMS,Month-to-month,26,105.75,Yes,0.6900612493085135,High
0374-IOEGQ,Month-to-month,3,44.6,No,0.6899745457482176,High
8263-JQAIK,Month-to-month,2,24.45,Yes,0.6898316200771288,High
8665-UTDHZ,Month-to-month,1,30.2,Yes,0.6898194240418852,High
7240-ETPTR,Month-to-month,9,48.75,Yes,0.6896761425535319,High
4815-GBTCD,Month-to-month,4,25.15,No,0.6896500032102371,High
4547-LYTDD,Month-to-month,16,72.65,Yes,0.6896362560419921,High
3669-OYSJI,Month-to-month,1,46.2,Yes,0.6896287550500854,High
4503-BDXBD,Month-to-month,11,74.95,Yes,0.6896100001134858,High
5998-VVEJY,Month-to-month,26,80.5,Yes,0.6895425977882982,High
1754-GKYPY,Month-to-month,22,89.75,No,0.6894288950467712,High
2824-MYYBN,Month-to-month,37,95.25,No,0.6892148281014477,High
1391-UBDAR,Month-to-month,11,72.9,No,0.6889847273671169,High
2979-SXESE,Month-to-month,17,94.4,Yes,0.6889705245508875,High
6518-LGAOV,Month-to-month,38,105.0,Yes,0.6889531987831896,High
4652-NNHNY,Month-to-month,16,73.85,Yes,0.6888025629997073,High
3374-LXDEV,Month-to-month,13,89.4,Yes,0.68872373788545,High
4116-TZAQJ,Month-to-month,9,74.25,Yes,0.6886266125328333,High
9743-DQKQW,Month-to-month,3,25.1,No,0.6884706919832945,High
9283-LZQOH,Month-to-month,13,74.4,Yes,0.688407193197115,High
2592-SEIFQ,Month-to-month,3,24.75,Yes,0.6882422727704782,High
2122-YWVYA,Month-to-month,18,75.4,No,0.6880567714606164,High
6877-LGWXO,Month-to-month,18,78.55,Yes,0.6879397630062601,High
2232-DMLXU,Month-to-month,1,55.2,Yes,0.6879021018728823,High
2955-BJZHG,Month-to-month,17,80.85,Yes,0.6877591074485504,High
4729-XKASR,Month-to-month,1,24.75,Yes,0.6873994650796286,High
4971-PUYQO,Month-to-month,27,94.55,Yes,0.6872098912090688,High
4727-MCYZG,Month-to-month,1,55.55,No,0.6869979326632218,High
0623-GDISB,Month-to-month,1,48.45,No,0.686941491405258,High
7901-HXJVA,Month-to-month,14,76.45,No,0.6869075627471217,High
7802-EFKNY,Month-to-month,5,24.95,Yes,0.6868012196084831,High
1104-TNLZA,Month-to-month,28,105.8,No,0.6867567350416395,High
3932-CMDTD,One year,4,105.65,Yes,0.6866922102098367,High
0115-TFERT,Month-to-month,21,111.2,Yes,0.6865802920434549,High
2504-DSHIH,Month-to-month,23,86.8,No,0.6864194673155126,High
8903-WMRNW,Month-to-month,15,101.75,No,0.6863800646036862,High
7056-IMHCC,Month-to-month,53,101.9,Yes,0.6863547831585094,High
1730-ZMAME,Month-to-month,32,79.5,No,0.6858402896585895,High
0674-DGMAQ,Month-to-month,32,93.5,No,0.6857395923458672,High
8012-SOUDQ,Month-to-month,43,90.25,No,0.6856386793264206,High
1597-LHYNC,Month-to-month,26,95.0,Yes,0.6855893281177576,High
4236-UJPWO,Month-to-month,2,24.5,No,0.6855176956763747,High
0224-HJAPT,Month-to-month,5,47.15,Yes,0.6853472540506853,High
0411-EZJZE,Month-to-month,3,60.25,No,0.6852890868833069,High
6142-VSJQO,Month-to-month,1,44.35,Yes,0.6850679867266026,High
9518-XXBXE,Month-to-month,10,75.3,No,0.6844500766677357,High
5895-QSXOD,Month-to-month,9,70.05,No,0.684214771693052,High
6905-NIQIN,Month-to-month,1,50.65,Yes,0.684123028072633,High
3384-CTMSF,Month-to-month,47,104.1,No,0.6839014244402947,High
1236-WFCDV,Month-to-month,14,90.45,Yes,0.6837772450614534,High
3806-DXQOM,Month-to-month,4,33.65,Yes,0.6836753108632401,High
0322-YINQP,Month-to-month,1,48.55,Yes,0.6834824977907562,High
8708-XPXHZ,Month-to-month,42,94.2,Yes,0.6831654988239686,High
2672-OJQZP,Month-to-month,1,44.75,No,0.6830715073545311,High
1384-RCUXW,Month-to-month,16,80.55,No,0.6827001255654327,High
4146-SVFUD,Month-to-month,1,44.6,No,0.6823445117471261,High
5858-EAFCZ,Month-to-month,1,44.45,No,0.6823445117471261,High
6982-SSHFK,Month-to-month,1,44.4,Yes,0.6823445117471261,High
7296-PIXQY,Month-to-month,14,70.2,No,0.6821048940090607,High
9190-MFJLN,Month-to-month,19,95.9,Yes,0.6821007485159398,High
6583-QGCSI,Month-to-month,50,88.05,Yes,0.6820360845098762,High
6778-YSNIH,Month-to-month,2,59.0,No,0.6819514899112004,High
7020-OZKXZ,Month-to-month,9,75.5,No,0.6819227080469105,High
1794-HBQTJ,Month-to-month,1,48.6,Yes,0.6818932736340005,High
9355-NPPFS,Month-to-month,26,78.8,No,0.6817780553348033,High
2603-HVKCG,Month-to-month,31,101.4,No,0.6817119872698346,High
2832-KJCRD,Month-to-month,38,103.65,No,0.6816894140882195,High
2252-ISRNH,One year,9,90.35,No,0.6816722919685251,High
6646-VRFOL,Month-to-month,53,103.85,Yes,0.6816482810843447,High
2718-GAXQD,Month-to-month,4,46.0,Yes,0.6814666409743072,High
3536-IQCTX,Month-to-month,32,85.3,Yes,0.6813700378585053,High
0415-MOSGF,Month-to-month,1,44.4,Yes,0.681175133532311,High
9026-RNUJS,Month-to-month,5,50.35,Yes,0.6810318327112516,High
6145-NNPNO,Month-to-month,1,44.15,No,0.6808591874922438,High
0921-OHLVP,Month-to-month,22,83.05,No,0.6803806167595109,High
7901-TBKJX,Month-to-month,56,101.05,No,0.6802557634731735,High
1501-SGHBW,Month-to-month,2,45.85,Yes,0.680240162719428,High
3540-RZJYU,Month-to-month,15,86.2,Yes,0.6799504728110763,High
1346-UFHAX,Month-to-month,13,80.0,No,0.6799396858435098,High
5144-TVGLP,Month-to-month,38,94.75,No,0.6797979096975559,High
0256-LTHVJ,Month-to-month,28,81.05,Yes,0.6797035561350854,High
0611-DFXKO,Month-to-month,20,89.0,Yes,0.6796689192031349,High
1894-IGFSG,Month-to-month,22,89.25,Yes,0.6794580254354035,High
9053-EJUNL,Month-to-month,41,89.2,No,0.6792550052790548,High
8818-DOPVL,Month-to-month,46,104.45,No,0.6790192868046344,High
2860-RANUS,Month-to-month,20,85.8,Yes,0.6789364166748056,High
6260-ONULR,Month-to-month,1,62.8,No,0.6788036408055239,High
0895-DQHEW,Month-to-month,54,104.3,Yes,0.6787370647832156,High
0952-KMEEH,Month-to-month,13,98.15,Yes,0.678182431144712,High
4959-JOSRX,Month-to-month,2,44.6,Yes,0.678047941933312,High
5959-BELXA,Month-to-month,32,96.15,Yes,0.6780454370549026,High
5899-OUVKV,Month-to-month,31,94.5,No,0.6777277489158224,High
2956-GGUCQ,Month-to-month,24,78.85,Yes,0.6774119342428304,High
3312-ZWLGF,Month-to-month,29,79.3,No,0.677377447432173,High
6559-PDZLR,Month-to-month,26,98.65,No,0.6771640323398238,High
6317-YPKDH,Month-to-month,1,29.95,Yes,0.6770636702681277,High
3987-KQDDU,Month-to-month,9,75.6,No,0.6770634541571631,High
7339-POGZN,Month-to-month,4,50.7,No,0.6769642612568,High
2027-CWDNU,Month-to-month,18,85.6,No,0.6766836219539777,High
5103-MHMHY,Month-to-month,1,45.95,Yes,0.6762978635796466,High
6235-VDHOM,Month-to-month,5,28.45,Yes,0.676072062768087,High
7825-ECJRF,Month-to-month,19,106.6,Yes,0.6759942132200899,High
8757-TFHHJ,Month-to-month,1,49.8,No,0.6759101233091304,High
5453-AXEPF,Month-to-month,17,80.5,No,0.6758136282918948,High
0637-UBJRP,Month-to-month,13,84.05,Yes,0.6757081801555559,High
9732-KPKBW,Month-to-month,1,53.95,Yes,0.6753838939484041,High
6338-AVWCY,Month-to-month,3,40.15,Yes,0.6751036731137766,High
0946-CLJTI,Month-to-month,58,98.7,Yes,0.6749089674815882,High
9907-SWKKF,Month-to-month,1,25.05,Yes,0.6747383387248056,High
4077-CROMM,Month-to-month,31,104.2,Yes,0.6745634465161782,High
5482-VXSXJ,Month-to-month,22,93.2,No,0.6743616688176015,High
0093-EXYQL,Month-to-month,40,91.55,No,0.6743308039626877,High
3714-NTNFO,Month-to-month,49,84.5,No,0.6740487801289946,High
8949-JTMAY,Month-to-month,29,98.6,Yes,0.6739924307958495,High
4690-PKDQG,Month-to-month,42,95.55,No,0.6739140708123915,High
1226-UDFZR,Month-to-month,2,49.6,Yes,0.6738971041719398,High
6888-SBYAI,Month-to-month,1,50.7,No,0.6735464778576475,High
7794-JASDG,Month-to-month,1,50.75,No,0.6735464778576475,High
2070-FNEXE,Month-to-month,7,76.45,Yes,0.6734768096684517,High
6366-ZGQGL,Month-to-month,1,24.8,Yes,0.6734372352211263,High
3085-QUOZK,Month-to-month,1,43.95,Yes,0.673279669968519,High
4647-MUZON,Month-to-month,18,95.95,No,0.6732474887090639,High
1641-RQDAY,Month-to-month,32,100.4,No,0.6732390625719575,High
8167-GJLRN,Month-to-month,3,30.4,No,0.6732064691740559,High
2626-URJFX,Month-to-month,4,50.9,Yes,0.6731065271281876,High
3003-CMDUU,Month-to-month,25,95.15,No,0.6730071199772735,High
6022-UGGSO,Month-to-month,32,74.4,Yes,0.6720731180994043,High
7410-OIEDU,Month-to-month,10,79.85,No,0.6720583626295338,High
8648-PFRMP,Month-to-month,14,46.35,No,0.6718356715042901,High
3500-RMZLT,Month-to-month,15,96.3,Yes,0.671691616421369,High
4062-HBMOS,Month-to-month,52,103.05,No,0.6716051900852703,High
4716-HHKQH,Month-to-month,20,107.05,No,0.6715494268910965,High
3269-ATYWD,Month-to-month,39,95.65,Yes,0.6710828510809901,High
5630-IXDXV,Month-to-month,47,106.35,No,0.6709745766691679,High
4208-UFFGW,Month-to-month,2,44.95,Yes,0.6709633052091107,High
6416-YJTTB,Month-to-month,11,79.5,No,0.6709586792902574,High
5480-TBGPH,Month-to-month,24,99.3,Yes,0.6708880724129451,High
0311-UNPFF,Month-to-month,26,88.8,Yes,0.6705557994442131,High
6402-ZFPPI,Month-to-month,25,102.8,Yes,0.6705182499637183,High
0207-MDKNV,Month-to-month,15,105.1,Yes,0.6705173193590099,High
1251-KRREG,Month-to-month,2,54.4,Yes,0.670474741046333,High
7562-GSUHK,Month-to-month,16,93.2,Yes,0.6704617868130671,High
2640-PMGFL,Month-to-month,27,79.5,Yes,0.6703979153871402,High
2604-IJPDU,Month-to-month,20,96.55,No,0.6703082286859037,High
2311-QYMUQ,Month-to-month,16,89.45,Yes,0.6702791089096096,High
2523-EWWZL,Month-to-month,27,76.1,No,0.6702511784357967,High
4432-ADRLB,Month-to-month,2,44.65,Yes,0.6701641483737875,High
2884-GBPFB,Month-to-month,35,70.3,Yes,0.6699109411107258,High
8621-MNIHH,Month-to-month,34,94.25,Yes,0.6695890492078214,High
1216-JWVUX,Month-to-month,25,75.5,No,0.6695598573233728,High
7978-DKUQH,Month-to-month,25,74.6,No,0.6694943821752039,High
2209-XADXF,Month-to-month,1,25.25,No,0.6694789776968887,High
3587-PMCOY,One year,10,98.9,No,0.6693487073317893,High
9167-APMXZ,Month-to-month,22,84.15,No,0.669346587227328,High
2507-QZPQS,Month-to-month,15,95.7,No,0.6691946275638457,High
6633-MPWBS,Month-to-month,5,49.2,Yes,0.6690668767723762,High
8784-CGILN,Month-to-month,18,99.85,Yes,0.6688732005567453,High
3969-GYXEL,Month-to-month,11,76.4,No,0.668591832339441,High
6715-OFDBP,Month-to-month,5,70.05,Yes,0.6685039904728849,High
7855-DIWPO,Month-to-month,21,68.65,No,0.6683694990134721,High
0817-HSUSE,Month-to-month,1,75.5,No,0.6672818732931746,High
8364-TRMMK,Month-to-month,3,50.65,Yes,0.6664250046290809,High
9638-JIQYA,Month-to-month,2,24.9,No,0.6664184705485123,High
9601-BRXPO,Month-to-month,25,104.95,Yes,0.6664105106292099,High
3481-JHUZH,Month-to-month,41,80.25,No,0.6663060015009367,High
5295-PCJOO,Month-to-month,4,49.4,Yes,0.6660578989380342,High
6158-HDPXZ,Month-to-month,1,25.35,No,0.6660563260609889,High
4902-OHLSK,Month-to-month,29,98.65,Yes,0.6659068145602497,High
9448-REEVD,Month-to-month,1,44.7,Yes,0.6654080379595357,High
3050-GBUSH,Month-to-month,3,34.8,No,0.6652438995495964,High
0475-RIJEP,Month-to-month,43,77.85,Yes,0.6649836188340705,High
8490-BXHEO,Month-to-month,18,80.55,No,0.6649380054386376,High
1932-UEDCX,Month-to-month,33,100.6,No,0.6645719687646702,High
0082-OQIQY,Month-to-month,29,94.2,No,0.6645222513297773,High
4484-GLZOU,Month-to-month,52,105.05,Yes,0.6644894456965535,High
7734-DBOAI,Month-to-month,1,40.1,Yes,0.6641079496987274,High
1895-QTKDO,Month-to-month,1,43.95,No,0.6640509366125766,High
6088-BXMRG,Month-to-month,32,98.85,No,0.6640373747383379,High
9600-UDOPK,Month-to-month,30,94.05,Yes,0.6638115744805089,High
9365-SRSZE,Month-to-month,27,70.55,No,0.663793942835929,High
7250-EQKIY,Month-to-month,1,50.45,Yes,0.6634806009165466,High
4658-HCOHW,Month-to-month,21,102.8,Yes,0.6634418122118468,High
9272-LSVYH,Month-to-month,10,70.15,No,0.6632421297555968,High
0899-LIIBW,Month-to-month,34,100.85,No,0.6631069909772055,High
8938-UMKPI,Month-to-month,47,106.4,Yes,0.6628929554096378,High
6304-IJFSQ,Month-to-month,3,49.9,Yes,0.6627614065864733,High
7503-QQRVF,Month-to-month,16,74.3,Yes,0.6627236604213373,High
8066-POXGX,Month-to-month,13,35.1,Yes,0.6626887822858617,High
4828-FAZPK,Month-to-month,16,79.95,No,0.6619647341233768,High
8260-NGFNY,Month-to-month,1,25.2,Yes,0.6619104100113975,High
4223-WOZCM,Month-to-month,2,49.95,No,0.661272474695831,High
0354-WYROK,Month-to-month,31,98.9,Yes,0.6610948382423225,High
7924-GJZFI,Month-to-month,25,69.3,No,0.6605864237592486,High
7718-RXDGG,Month-to-month,15,68.6,No,0.6605707078576459,High
3439-GVUSX,Month-to-month,1,24.4,No,0.6603055802037154,High
8544-GOQSH,Month-to-month,14,80.05,No,0.6601571071836456,High
0577-WHMEV,Month-to-month,16,90.7,No,0.659920511800215,High
4391-RESHN,Month-to-month,23,104.05,Yes,0.6596981480925699,High
2480-SQIOB,Month-to-month,4,44.8,No,0.6596547212737511,High
7404-JLKQG,Month-to-month,3,57.55,No,0.6596540936064315,High
4625-EWPTF,Month-to-month,8,30.45,Yes,0.6592296464058788,High
7422-WNBTY,Month-to-month,33,93.35,No,0.6591640732415391,High
3995-WFCSM,Month-to-month,2,60.85,No,0.6587442943940071,High
3346-BRMIS,Month-to-month,18,48.35,Yes,0.6584597286003768,High
8714-EUHJO,Month-to-month,31,91.15,Yes,0.657035017230925,High
0867-MKZVY,Month-to-month,20,82.4,Yes,0.656978080896505,High
6048-QBXKL,Month-to-month,2,56.55,No,0.656851714929167,High
9564-KCLHR,Month-to-month,1,51.25,Yes,0.6565662593247051,High
9895-VFOXH,Month-to-month,1,24.4,No,0.656396079459664,High
6651-AZVTJ,Month-to-month,49,99.8,Yes,0.6563668780097158,High
2739-CACDQ,Month-to-month,17,82.65,No,0.656339368550834,High
3647-GMGDH,Month-to-month,22,94.7,Yes,0.6562747418012184,High
6078-VESFR,Month-to-month,13,70.45,No,0.6560639541734083,High
9722-UJOJR,Month-to-month,29,70.75,Yes,0.6556026978390922,High
4360-PNRQB,Month-to-month,18,75.6,No,0.6555891336843458,High
5626-MGTUK,Month-to-month,20,89.1,No,0.6555830323714137,High
5981-ITEMU,Month-to-month,40,97.1,Yes,0.6553959323009703,High
3588-WSTTJ,Month-to-month,35,99.05,No,0.6553734995812154,High
4558-FANTW,Month-to-month,17,91.85,Yes,0.655310021329363,High
9508-ILZDG,Month-to-month,34,96.35,No,0.6549212559523448,High
2675-DHUTR,Month-to-month,58,98.9,No,0.6547458198107077,High
0320-JDNQG,Month-to-month,23,99.85,Yes,0.6547360174242749,High
4998-IKFSE,Month-to-month,30,100.45,No,0.6545906347677116,High
7126-RBHSD,Month-to-month,17,78.9,No,0.6544554121435541,High
3211-ILJTT,Month-to-month,17,70.4,Yes,0.6543674378797687,High
6080-TCMYC,Month-to-month,40,81.2,No,0.6540731332675384,High
0578-SKVMF,Month-to-month,22,83.3,Yes,0.6540603448747887,High
6961-VCPMC,Month-to-month,46,80.4,Yes,0.6536549871711769,High
2683-BPJSO,Month-to-month,29,84.45,Yes,0.6535820907247707,High
9450-TRJUU,Month-to-month,35,83.15,No,0.6535058648265829,High
8610-WFCJF,Month-to-month,49,95.6,Yes,0.6533387584610282,High
5572-ZDXHY,Month-to-month,22,84.3,Yes,0.653268450707121,High
8456-QDAVC,Month-to-month,19,78.7,No,0.6531735079881024,High
6994-KERXL,Month-to-month,4,55.9,No,0.6531150469709922,High
9979-RGMZT,One year,7,94.05,No,0.6530836656325502,High
5153-RTHKF,Month-to-month,34,85.35,No,0.6530462788971466,High
5167-GBFRE,Month-to-month,4,25.2,Yes,0.6528486175286171,High
7508-SMHXL,Month-to-month,15,89.0,No,0.6527776836918734,High
9927-DSWDF,Month-to-month,22,104.6,No,0.6527756365943911,High
0537-QYZZN,Month-to-month,24,79.85,No,0.652616887495221,High
7623-TRNQN,Month-to-month,1,49.9,Yes,0.6525738372908075,High
5439-WIKXB,Month-to-month,41,94.55,No,0.6524280620372737,High
4248-QPAVC,Month-to-month,17,85.35,Yes,0.65226265201064,High
6637-KYRCV,Month-to-month,5,30.5,No,0.6519439145356749,High
7979-CORPM,Month-to-month,24,90.55,Yes,0.6518535935390953,High
4398-HSCJH,Month-to-month,3,63.6,Yes,0.651594363156902,High
9129-UXERG,Month-to-month,18,103.6,No,0.6514764481038042,High
8008-HAWED,Month-to-month,14,50.75,Yes,0.6513556814133966,High
3196-NVXLZ,Month-to-month,25,84.6,No,0.6513038757888115,High
7853-OETYL,Month-to-month,4,29.05,No,0.6512887459695791,High
0771-WLCLA,Month-to-month,16,112.95,No,0.6510205322580878,High
5651-YLPRD,Month-to-month,32,86.1,No,0.6509469494404982,High
3211-AAPKX,Month-to-month,20,98.55,No,0.650898360225639,High
5141-ZUVBH,Month-to-month,9,93.0,No,0.650434275628166,High
8565-CLBZW,Month-to-month,24,89.85,Yes,0.6502733213795486,High
2657-ALMWY,Month-to-month,26,84.95,Yes,0.6500891440397921,High
9269-CQOOL,Month-to-month,3,54.7,Yes,0.6500412977828641,High
6987-XQSJT,Month-to-month,54,79.5,Yes,0.6499180763705354,High
7851-FLGGQ,Month-to-month,1,44.65,Yes,0.6496810307680573,High
8685-WHQPW,Month-to-month,22,74.4,Yes,0.6494987786308387,High
1597-FZREH,Month-to-month,2,76.4,Yes,0.6494748428269109,High
3955-JBZZM,Month-to-month,20,78.8,No,0.6494679380214302,High
5130-IEKQT,Month-to-month,25,105.95,Yes,0.6493910508711505,High
5307-DZCVC,Month-to-month,32,85.95,Yes,0.6491852209169815,High
8019-ENHXU,Month-to-month,42,99.45,Yes,0.6490426158625499,High
0963-ZBDRN,Month-to-month,32,96.2,Yes,0.6490404342939052,High
8676-OOQEJ,Month-to-month,4,30.5,No,0.6489841313839857,High
2697-NQBPF,Month-to-month,34,105.35,No,0.6489135805664958,High
5569-OUICF,Month-to-month,28,101.3,Yes,0.6488276490616977,High
2607-FBDFF,Month-to-month,1,49.0,No,0.6488156923284301,High
2322-VCZHZ,Month-to-month,23,90.0,No,0.6486300231191032,High
2273-QCKXA,Month-to-month,1,49.05,No,0.6480285671712207,High
8849-AYPTR,Month-to-month,33,91.25,No,0.6478076218435374,High
4446-BZKHU,Month-to-month,61,105.55,Yes,0.6476938257880692,High
1343-EHPYB,Month-to-month,63,103.4,Yes,0.6471624826031943,High
5281-BUZGT,Month-to-month,36,90.85,Yes,0.6471452984363751,High
3771-PZOBW,Month-to-month,20,90.7,No,0.6470245671547846,High
4013-UBXWQ,Month-to-month,7,74.65,Yes,0.6467225852140606,High
9048-JVYVF,Month-to-month,3,69.35,Yes,0.6467214222071643,High
2108-XWMPY,Month-to-month,3,35.45,Yes,0.6465410277815382,High
3370-GQEAL,Month-to-month,30,85.45,No,0.6465398582363135,High
5208-HFSBT,Month-to-month,2,55.05,Yes,0.6463686730469783,High
7395-IGJOS,Month-to-month,17,81.5,Yes,0.6462858018290374,High
0402-CQAJN,Month-to-month,37,101.9,Yes,0.6462820368660946,High
6646-JPPHA,Month-to-month,14,78.85,No,0.6461396286469442,High
7892-QVYKW,Month-to-month,23,85.6,No,0.6457821996699202,High
6817-WTYHE,Month-to-month,2,44.9,No,0.6457418617575541,High
5759-RCVCB,Month-to-month,3,35.2,Yes,0.6454161894138044,High
5222-IMUKT,Month-to-month,32,91.05,No,0.6451969121206296,High
5119-KEPFY,Month-to-month,36,95.0,No,0.6451684885334408,High
3234-VKACU,Month-to-month,2,70.3,No,0.6450913734110467,High
7233-DRTRF,Month-to-month,63,102.4,No,0.644959764532957,High
9050-QLROH,Month-to-month,18,90.7,Yes,0.6446600038812382,High
2637-FKFSY,Month-to-month,3,46.1,No,0.644437239965585,High
5143-EGQFK,Month-to-month,10,29.65,Yes,0.6444177841004299,High
8885-QSQBX,Month-to-month,1,49.55,No,0.644378386437609,High
6661-HBGWL,Month-to-month,42,104.75,Yes,0.6442630260069769,High
5016-IBERQ,Month-to-month,23,84.25,No,0.6436524626075008,High
9526-BIHHD,Month-to-month,1,29.7,Yes,0.6432268407493404,High
6656-JWRQX,Month-to-month,1,30.55,No,0.6431678760697512,High
1142-WACZW,Month-to-month,2,29.85,Yes,0.6424663694599554,High
2692-BUCFV,Month-to-month,29,101.45,No,0.6419948666495388,High
6599-SFQVE,Month-to-month,6,55.0,No,0.6419240164810543,High
7277-OZCGZ,Month-to-month,22,89.05,No,0.6416577681078146,High
6844-DZKRF,Month-to-month,2,50.2,No,0.6415463882416318,High
2181-UAESM,Month-to-month,2,53.45,No,0.6413873322566297,High
0428-IKYCP,Month-to-month,22,87.0,No,0.6412247779197915,High
1452-KIOVK,Month-to-month,22,89.1,No,0.6411976734324648,High
0581-MDMPW,Month-to-month,24,88.95,No,0.640907552285138,High
1608-GMEWB,Month-to-month,45,93.9,No,0.6406515224985683,High
4471-KXAUH,Month-to-month,42,84.3,Yes,0.6405885055463478,High
5889-JTMUL,Month-to-month,50,95.05,Yes,0.6405810309386458,High
9661-ACXBS,Month-to-month,42,105.2,Yes,0.6404793471858522,High
2519-FAKOD,Month-to-month,38,99.25,Yes,0.6403199200247004,High
8189-XRIKE,Month-to-month,32,90.95,No,0.6402461286649408,High
7240-FQLHE,Month-to-month,18,99.75,Yes,0.64024300867307,High
4128-ETESU,Month-to-month,47,99.7,No,0.6400855300432009,High
8058-DMYRU,Month-to-month,54,90.05,No,0.6400265083139162,High
4553-DVPZG,Month-to-month,62,101.35,No,0.6395922668655077,High
1816-FLZDK,Month-to-month,1,29.15,No,0.6394492171689027,High
9944-AEXBM,Month-to-month,32,85.65,No,0.6392068049511643,High
9631-XEYKE,Month-to-month,3,50.4,No,0.638894893219592,High
1396-QWFBJ,Month-to-month,21,74.05,Yes,0.6388234244014898,High
3668-QPYBK,Month-to-month,2,53.85,Yes,0.6382280627630109,High
4662-EKDPQ,Month-to-month,2,62.05,Yes,0.6382055750577901,High
8543-MSDMF,Month-to-month,3,77.4,No,0.6380090832687767,High
0141-YEAYS,Month-to-month,27,86.45,No,0.637891372158413,High
3197-ARFOY,Month-to-month,19,105.0,No,0.6376725554375898,High
2227-JRSJX,Month-to-month,21,99.15,No,0.6376008077125067,High
5027-XWQHA,Month-to-month,6,44.75,Yes,0.6375881229213322,High
7389-KBFIT,Month-to-month,2,30.25,No,0.6373848197977158,High
4911-BANWH,Month-to-month,31,86.55,Yes,0.637258683588537,High
6692-YQHXC,Month-to-month,16,69.95,No,0.6372266737908754,High
2495-KZNFB,Month-to-month,33,90.65,No,0.6371161957463846,High
0015-UOCOJ,Month-to-month,7,48.2,No,0.6366881446598667,High
5999-LCXAO,Month-to-month,1,29.9,No,0.6366255965684163,High
8695-WDYEA,Month-to-month,1,51.25,No,0.6366058852100341,High
5175-AOBHI,Month-to-month,4,46.0,Yes,0.6363997014699663,High
5948-UJZLF,Month-to-month,2,49.25,No,0.6363410517628538,High
5498-TXHLF,Month-to-month,34,87.45,Yes,0.6359893088786555,High
3352-ALMCK,Month-to-month,40,102.65,No,0.6357930178809827,High
7852-LECYP,Month-to-month,13,93.8,No,0.6355044614077566,High
1335-NTIUC,Month-to-month,9,24.95,No,0.6354472039640261,High
3096-JRDSO,Month-to-month,27,104.3,Yes,0.6354141398759678,High
4343-EJVQB,Month-to-month,7,74.35,No,0.6350179907711507,High
9661-MHUMO,Month-to-month,1,49.25,Yes,0.634900036545186,High
5207-PLSTK,Month-to-month,1,48.75,No,0.634431547370902,High
5609-IMCGG,Month-to-month,15,84.35,No,0.634219434340798,High
3208-YPIOE,Month-to-month,39,75.25,Yes,0.6342049996713427,High
1670-SVOWZ,Month-to-month,14,89.65,Yes,0.6341199426764842,High
